STN,NAME,DATE,AM/PM,TEMP_MIN,TEMP_AVE,TEMP_MAX,WIND_MIN,WIND_AVE,WIND_MAX,SKY,RAIN_AMT
SK23,후포-울릉,20210710,PM,27.0,27.0,27.0,6.7,7.6,8.7,3,1.6
SK23,후포-울릉,20210711,AM,26.0,26.0,26.0,6.5,7.3,8.1,4,1
SK23,후포-울릉,20210711,PM,26.0,26.3,27.0,7.0,7.5,8.1,3,0
SK23,후포-울릉,20210712,AM,26.0,26.5,27.0,8.4,8.5,8.6,4,0
SK23,후포-울릉,20210712,PM,27.0,27.0,27.0,8.4,8.5,8.6,4,0
SK23,후포-울릉,20210710,AM,25.0,26.0,27.0,6.7,7.8,8.8,3,7.6
SK23,후포-울릉,20210710,PM,27.0,27.0,27.0,6.7,7.6,8.7,3,1.6
SK23,후포-울릉,20210711,AM,26.0,26.0,26.0,6.5,7.3,8.1,4,1
SK23,후포-울릉,20210711,PM,26.0,26.3,27.0,7.0,7.5,8.1,3,0
SK23,후포-울릉,20210712,AM,26.0,26.5,27.0,8.4,8.5,8.6,4,0
SK23,후포-울릉,20210712,PM,27.0,27.0,27.0,8.4,8.5,8.6,4,0
SK23,후포-울릉,20210710,AM,25.0,26.0,27.0,6.7,7.8,8.8,3,7.6
SK23,후포-울릉,20210710,PM,27.0,27.0,27.0,6.7,7.6,8.7,3,1.6
SK23,후포-울릉,20210711,AM,26.0,26.0,26.0,6.5,7.3,8.1,4,1
SK23,후포-울릉,20210711,PM,26.0,26.3,27.0,7.0,7.5,8.1,3,0
SK23,후포-울릉,20210712,AM,26.0,26.5,27.0,8.4,8.5,8.6,4,0
SK23,후포-울릉,20210712,PM,27.0,27.0,27.0,8.4,8.5,8.6,4,0
SK23,후포-울릉,20210710,AM,25.0,26.0,27.0,6.7,7.8,8.8,3,7.6
SK23,후포-울릉,20210710,PM,27.0,27.0,27.0,6.7,7.6,8.7,3,1.6
SK23,후포-울릉,20210711,AM,26.0,26.0,26.0,6.5,7.3,8.1,4,1
SK23,후포-울릉,20210711,PM,26.0,26.3,27.0,7.0,7.5,8.1,3,0
SK23,후포-울릉,20210712,AM,26.0,26.5,27.0,8.4,8.5,8.6,4,0
SK23,후포-울릉,20210712,PM,27.0,27.0,27.0,8.4,8.5,8.6,4,0
SK8,강릉-울릉,20210710,AM,25.0,26.0,27.0,6.7,7.8,8.8,3,7.6
SK8,강릉-울릉,20210710,PM,27.0,27.0,27.0,6.7,7.6,8.7,3,1.6
SK8,강릉-울릉,20210711,AM,26.0,26.0,26.0,6.5,7.3,8.1,4,1
SK8,강릉-울릉,20210711,PM,26.0,26.3,27.0,7.0,7.5,8.1,3,0
SK8,강릉-울릉,20210712,AM,26.0,26.5,27.0,8.4,8.5,8.6,4,0
SK8,강릉-울릉,20210712,PM,27.0,27.0,27.0,8.4,8.5,8.6,4,0
SK8,강릉-울릉,20210710,AM,25.0,26.0,27.0,6.7,7.8,8.8,3,7.6
SK8,강릉-울릉,20210710,PM,27.0,27.0,27.0,6.7,7.6,8.7,3,1.6
SK8,강릉-울릉,20210711,AM,26.0,26.0,26.0,6.5,7.3,8.1,4,1
SK8,강릉-울릉,20210711,PM,26.0,26.3,27.0,7.0,7.5,8.1,3,0
SK8,강릉-울릉,20210712,AM,26.0,26.5,27.0,8.4,8.5,8.6,4,0
SK8,강릉-울릉,20210712,PM,27.0,27.0,27.0,8.4,8.5,8.6,4,0
SK8,강릉-울릉,20210710,AM,25.0,26.0,27.0,6.7,7.8,8.8,3,7.6
SK8,강릉-울릉,20210710,PM,27.0,27.0,27.0,6.7,7.6,8.7,3,1.6
SK8,강릉-울릉,20210711,AM,26.0,26.0,26.0,6.5,7.3,8.1,4,1
SK8,강릉-울릉,20210711,PM,26.0,26.3,27.0,7.0,7.5,8.1,3,0
SK8,강릉-울릉,20210712,AM,26.0,26.5,27.0,8.4,8.5,8.6,4,0
SK8,강릉-울릉,20210712,PM,27.0,27.0,27.0,8.4,8.5,8.6,4,0
SK8,강릉-울릉,20210710,AM,25.0,26.0,27.0,6.7,7.8,8.8,3,7.6
SK8,강릉-울릉,20210710,PM,27.0,27.0,27.0,6.7,7.6,8.7,3,1.6
SK8,강릉-울릉,20210711,AM,26.0,26.0,26.0,6.5,7.3,8.1,4,1
SK8,강릉-울릉,20210711,PM,26.0,26.3,27.0,7.0,7.5,8.1,3,0
SK8,강릉-울릉,20210712,AM,26.0,26.5,27.0,8.4,8.5,8.6,4,0
SK8,강릉-울릉,20210712,PM,27.0,27.0,27.0,8.4,8.5,8.6,4,0
SK8,강릉-울릉,20210710,AM,25.0,26.0,27.0,6.7,7.8,8.8,3,7.6
SK8,강릉-울릉,20210710,PM,27.0,27.0,27.0,6.7,7.6,8.7,3,1.6
SK8,강릉-울릉,20210711,AM,26.0,26.0,26.0,6.5,7.3,8.1,4,1
SK8,강릉-울릉,20210711,PM,26.0,26.3,27.0,7.0,7.5,8.1,3,0
SK8,강릉-울릉,20210712,AM,26.0,26.5,27.0,8.4,8.5,8.6,4,0
SK8,강릉-울릉,20210712,PM,27.0,27.0,27.0,8.4,8.5,8.6,4,0
SK9,묵호-울릉,20210710,AM,25.0,26.0,27.0,6.7,7.8,8.8,3,7.6
SK9,묵호-울릉,20210710,PM,27.0,27.0,27.0,6.7,7.6,8.7,3,1.6
SK9,묵호-울릉,20210711,AM,26.0,26.0,26.0,6.5,7.3,8.1,4,1
SK9,묵호-울릉,20210711,PM,26.0,26.3,27.0,7.0,7.5,8.1,3,0
SK9,묵호-울릉,20210712,AM,26.0,26.5,27.0,8.4,8.5,8.6,4,0
SK9,묵호-울릉,20210712,PM,27.0,27.0,27.0,8.4,8.5,8.6,4,0
SK9,묵호-울릉,20210710,AM,25.0,26.0,27.0,6.7,7.8,8.8,3,7.6
SK9,묵호-울릉,20210710,PM,27.0,27.0,27.0,6.7,7.6,8.7,3,1.6
SK9,묵호-울릉,20210711,AM,26.0,26.0,26.0,6.5,7.3,8.1,4,1
SK9,묵호-울릉,20210711,PM,26.0,26.3,27.0,7.0,7.5,8.1,3,0
SK9,묵호-울릉,20210712,AM,26.0,26.5,27.0,8.4,8.5,8.6,4,0
SK9,묵호-울릉,20210712,PM,27.0,27.0,27.0,8.4,8.5,8.6,4,0
SK9,묵호-울릉,20210710,AM,25.0,26.0,27.0,6.7,7.8,8.8,3,7.6
SK9,묵호-울릉,20210710,PM,27.0,27.0,27.0,6.7,7.6,8.7,3,1.6
SK9,묵호-울릉,20210711,AM,26.0,26.0,26.0,6.5,7.3,8.1,4,1
SK9,묵호-울릉,20210711,PM,26.0,26.3,27.0,7.0,7.5,8.1,3,0
SK9,묵호-울릉,20210712,AM,26.0,26.5,27.0,8.4,8.5,8.6,4,0
SK9,묵호-울릉,20210712,PM,27.0,27.0,27.0,8.4,8.5,8.6,4,0
SK9,묵호-울릉,20210710,AM,25.0,26.0,27.0,6.7,7.8,8.8,3,7.6
SK9,묵호-울릉,20210710,PM,27.0,27.0,27.0,6.7,7.6,8.7,3,1.6
SK9,묵호-울릉,20210711,AM,26.0,26.0,26.0,6.5,7.3,8.1,4,1
SK9,묵호-울릉,20210711,PM,26.0,26.3,27.0,7.0,7.5,8.1,3,0
SK9,묵호-울릉,20210712,AM,26.0,26.5,27.0,8.4,8.5,8.6,4,0
SK9,묵호-울릉,20210712,PM,27.0,27.0,27.0,8.4,8.5,8.6,4,0
SK9,묵호-울릉,20210710,AM,25.0,26.0,27.0,6.7,7.8,8.8,3,7.6
SK9,묵호-울릉,20210710,PM,27.0,27.0,27.0,6.7,7.6,8.7,3,1.6
SK9,묵호-울릉,20210711,AM,26.0,26.0,26.0,6.5,7.3,8.1,4,1
SK9,묵호-울릉,20210711,PM,26.0,26.3,27.0,7.0,7.5,8.1,3,0
SK9,묵호-울릉,20210712,AM,26.0,26.5,27.0,8.4,8.5,8.6,4,0
SK9,묵호-울릉,20210712,PM,27.0,27.0,27.0,8.4,8.5,8.6,4,0
